title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
"Carbon-based materials for stable, cheaper and large-scale processable perovskite solar cells",2019,10.1039/c9ee02115a,https://openalex.org/W2981670102,334,True,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c9ee02115a,https://doi.org/10.1039/c9ee02115a,Energy & Environmental Science,search_only
Carbon Nanotube Assembly and Integration for Applications,2019,10.1186/s11671-019-3046-3,https://openalex.org/W2954506319,333,True,https://nanoscalereslett.springeropen.com/track/pdf/10.1186/s11671-019-3046-3,https://doi.org/10.1186/s11671-019-3046-3,Nanoscale Research Letters,search_only
Multifunctional molecular modulators for perovskite solar cells with over 20% efficiency and high operational stability,2018,10.1038/s41467-018-06709-w,https://openalex.org/W2897375678,328,True,https://www.nature.com/articles/s41467-018-06709-w.pdf,https://doi.org/10.1038/s41467-018-06709-w,Nature Communications,pdf_downloaded
New Strategies for Defect Passivation in High‐Efficiency Perovskite Solar Cells,2019,10.1002/aenm.201903090,https://openalex.org/W2989749893,328,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201903090,https://doi.org/10.1002/aenm.201903090,Advanced Energy Materials,search_only
Nanomaterial-based electrochemical sensing of neurological drugs and neurotransmitters,2014,10.1007/s00604-014-1308-4,https://openalex.org/W2066033928,327,True,https://link.springer.com/content/pdf/10.1007/s00604-014-1308-4.pdf,https://doi.org/10.1007/s00604-014-1308-4,Microchimica Acta,search_only
"Accelerating Materials Development via Automation, Machine Learning, and High-Performance Computing",2018,10.1016/j.joule.2018.05.009,https://openalex.org/W2794792904,327,True,https://arxiv.org/pdf/1803.11246,http://arxiv.org/abs/1803.11246,Joule,search_only
Dimensionality engineering of hybrid halide perovskite light absorbers,2018,10.1038/s41467-018-07382-9,https://openalex.org/W2901657000,318,True,https://www.nature.com/articles/s41467-018-07382-9.pdf,https://doi.org/10.1038/s41467-018-07382-9,Nature Communications,pdf_downloaded
Transparent electrodes for organic optoelectronic devices: a review,2014,10.1117/1.jpe.4.040990,https://openalex.org/W2149121337,318,True,https://www.spiedigitallibrary.org/journals/journal-of-photonics-for-energy/volume-4/issue-1/040990/Transparent-electrodes-for-organic-optoelectronic-devices-a-review/10.1117/1.JPE.4.040990.pdf,https://doi.org/10.1117/1.jpe.4.040990,Journal of Photonics for Energy,search_only
Electronic Transport in Two-Dimensional Materials,2018,10.1146/annurev-physchem-050317-021353,https://openalex.org/W2787289826,318,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-physchem-050317-021353,https://doi.org/10.1146/annurev-physchem-050317-021353,Annual Review of Physical Chemistry,search_only
High-performance large-area quasi-2D perovskite light-emitting diodes,2021,10.1038/s41467-021-22529-x,https://openalex.org/W3156248107,315,True,https://www.nature.com/articles/s41467-021-22529-x.pdf,https://doi.org/10.1038/s41467-021-22529-x,Nature Communications,pdf_downloaded
"Third-generation solar cells: a review and comparison of polymer:fullerene, hybrid polymer and perovskite solar cells",2014,10.1039/c4ra07064j,https://openalex.org/W2161663950,313,True,https://pubs.rsc.org/en/content/articlepdf/2014/ra/c4ra07064j,https://doi.org/10.1039/c4ra07064j,RSC Advances,pdf_downloaded
Large cation ethylammonium incorporated perovskite for efficient and spectra stable blue light-emitting diodes,2020,10.1038/s41467-020-17943-6,https://openalex.org/W3061209496,313,True,https://www.nature.com/articles/s41467-020-17943-6.pdf,https://doi.org/10.1038/s41467-020-17943-6,Nature Communications,pdf_downloaded
Piezoelectric Polymer and Paper Substrates: A Review,2018,10.3390/s18113605,https://openalex.org/W2898455399,309,True,https://www.mdpi.com/1424-8220/18/11/3605/pdf?version=1540370392,https://doi.org/10.3390/s18113605,Sensors,search_only
An open-access database and analysis tool for perovskite solar cells based on the FAIR data principles,2021,10.1038/s41560-021-00941-3,https://openalex.org/W4200394152,307,True,https://www.nature.com/articles/s41560-021-00941-3.pdf,https://doi.org/10.1038/s41560-021-00941-3,Nature Energy,search_only
A brief review of hole transporting materials commonly used in perovskite solar cells,2021,10.1007/s12598-020-01691-z,https://openalex.org/W3161202398,307,True,https://link.springer.com/content/pdf/10.1007/s12598-020-01691-z.pdf,https://doi.org/10.1007/s12598-020-01691-z,Rare Metals,search_only
The 2016 Thermal Spray Roadmap,2016,10.1007/s11666-016-0473-x,https://openalex.org/W2557492879,307,True,https://link.springer.com/content/pdf/10.1007%2Fs11666-016-0473-x.pdf,https://doi.org/10.1007/s11666-016-0473-x,Journal of Thermal Spray Technology,search_only
"Graphene quantum dot based materials for sensing, bio-imaging and energy storage applications: a review",2020,10.1039/d0ra03938a,https://openalex.org/W3036362356,302,True,https://pubs.rsc.org/en/content/articlepdf/2020/ra/d0ra03938a,https://doi.org/10.1039/d0ra03938a,RSC Advances,pdf_downloaded
Advanced energy materials for flexible batteries in energy storage: A review,2020,10.1002/smm2.1007,https://openalex.org/W3102199393,301,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smm2.1007,https://doi.org/10.1002/smm2.1007,SmartMat,search_only
Crystallization of CsPbBr3 single crystals in water for X-ray detection,2021,10.1038/s41467-021-21805-0,https://openalex.org/W3135205382,300,True,https://www.nature.com/articles/s41467-021-21805-0.pdf,https://doi.org/10.1038/s41467-021-21805-0,Nature Communications,pdf_downloaded
"A Review on MoS2 Properties, Synthesis, Sensing Applications and Challenges",2021,10.3390/cryst11040355,https://openalex.org/W3144049878,300,True,https://www.mdpi.com/2073-4352/11/4/355/pdf?version=1617937945,https://doi.org/10.3390/cryst11040355,Crystals,search_only
Efficient and stable inverted perovskite solar cells with very high fill factors via incorporation of star-shaped polymer,2021,10.1126/sciadv.abg0633,https://openalex.org/W3179866831,300,True,https://www.science.org/doi/pdf/10.1126/sciadv.abg0633?download=true,https://doi.org/10.1126/sciadv.abg0633,Science Advances,search_only
Slot-die coating large-area formamidinium-cesium perovskite film for efficient and stable parallel solar module,2021,10.1126/sciadv.abg3749,https://openalex.org/W3159483471,299,True,https://www.science.org/doi/pdf/10.1126/sciadv.abg3749?download=true,https://doi.org/10.1126/sciadv.abg3749,Science Advances,candidate
Myths and reality of HPbI3 in halide perovskite solar cells,2018,10.1038/s41467-018-07204-y,https://openalex.org/W2900078643,298,True,https://www.nature.com/articles/s41467-018-07204-y.pdf,https://doi.org/10.1038/s41467-018-07204-y,Nature Communications,pdf_downloaded
Recent progress in the development of high-efficiency inverted perovskite solar cells,2023,10.1038/s41427-023-00474-z,https://openalex.org/W4368618114,298,True,https://www.nature.com/articles/s41427-023-00474-z.pdf,https://doi.org/10.1038/s41427-023-00474-z,NPG Asia Materials,search_only
Dipolar cations confer defect tolerance in wide-bandgap metal halide perovskites,2018,10.1038/s41467-018-05531-8,https://openalex.org/W2885341599,298,True,https://www.nature.com/articles/s41467-018-05531-8.pdf,https://doi.org/10.1038/s41467-018-05531-8,Nature Communications,pdf_downloaded
Device simulation of highly efficient eco-friendly CH3NH3SnI3 perovskite solar cell,2021,10.1038/s41598-021-82817-w,https://openalex.org/W3128517286,297,True,https://www.nature.com/articles/s41598-021-82817-w.pdf,https://doi.org/10.1038/s41598-021-82817-w,Scientific Reports,pdf_downloaded
Passivation and process engineering approaches of halide perovskite films for high efficiency and stability perovskite solar cells,2021,10.1039/d1ee00062d,https://openalex.org/W3153702964,297,True,https://pubs.rsc.org/en/content/articlepdf/2021/ee/d1ee00062d,https://doi.org/10.1039/d1ee00062d,Energy & Environmental Science,search_only
Recent progress on PEDOT:PSS based polymer blends and composites for flexible electronics and thermoelectric devices,2020,10.1039/d0qm00308e,https://openalex.org/W3044345532,296,True,https://pubs.rsc.org/en/content/articlepdf/2020/qm/d0qm00308e,https://doi.org/10.1039/d0qm00308e,Materials Chemistry Frontiers,search_only
Electrically tunable dielectric materials and strategies to improve their performances,2010,10.1016/j.pmatsci.2010.04.004,https://openalex.org/W2026046752,296,True,https://www.sciencedirect.com/science/article/pii/S0079642510000290,https://doi.org/10.1016/j.pmatsci.2010.04.004,Progress in Materials Science,search_only
Roadmap for Optical Metasurfaces,2024,10.1021/acsphotonics.3c00457,https://openalex.org/W4392199370,295,True,https://pubs.acs.org/doi/pdf/10.1021/acsphotonics.3c00457,https://doi.org/10.1021/acsphotonics.3c00457,ACS Photonics,search_only
One-stone-for-two-birds strategy to attain beyond 25% perovskite solar cells,2023,10.1038/s41467-023-36229-1,https://openalex.org/W4321002470,295,True,https://www.nature.com/articles/s41467-023-36229-1.pdf,https://doi.org/10.1038/s41467-023-36229-1,Nature Communications,pdf_downloaded
Nano-optical designs for high-efficiency monolithic perovskite–silicon tandem solar cells,2022,10.1038/s41565-022-01228-8,https://openalex.org/W4307167599,295,True,https://www.nature.com/articles/s41565-022-01228-8.pdf,https://doi.org/10.1038/s41565-022-01228-8,Nature Nanotechnology,search_only
Roll-to-roll gravure-printed flexible perovskite solar cells using eco-friendly antisolvent bathing with wide processing window,2020,10.1038/s41467-020-18940-5,https://openalex.org/W3092176741,294,True,https://www.nature.com/articles/s41467-020-18940-5.pdf,https://doi.org/10.1038/s41467-020-18940-5,Nature Communications,pdf_downloaded
Synthetic control over orientational degeneracy of spacer cations enhances solar cell efficiency in two-dimensional perovskites,2019,10.1038/s41467-019-08980-x,https://openalex.org/W2924619706,294,True,https://www.nature.com/articles/s41467-019-08980-x.pdf,https://doi.org/10.1038/s41467-019-08980-x,Nature Communications,pdf_downloaded
Unveiling the operation mechanism of layered perovskite solar cells,2019,10.1038/s41467-019-08958-9,https://openalex.org/W2917115373,290,True,https://www.nature.com/articles/s41467-019-08958-9.pdf,https://doi.org/10.1038/s41467-019-08958-9,Nature Communications,pdf_downloaded
Pathways toward high-performance perovskite solar cells: review of recent advances in organo-metal halide perovskites for photovoltaic applications,2016,10.1117/1.jpe.6.022001,https://openalex.org/W2339358608,287,True,https://www.spiedigitallibrary.org/journals/Journal-of-Photonics-for-Energy/volume-6/issue-2/022001/Pathways-toward-high-performance-perovskite-solar-cells--review-of/10.1117/1.JPE.6.022001.pdf,https://doi.org/10.1117/1.jpe.6.022001,Journal of Photonics for Energy,search_only
Strain effects on halide perovskite solar cells,2022,10.1039/d2cs00278g,https://openalex.org/W4289868437,285,True,https://pubs.rsc.org/en/content/articlepdf/2022/cs/d2cs00278g,https://doi.org/10.1039/d2cs00278g,Chemical Society Reviews,search_only
"Future prospects and recent developments of polyvinylidene fluoride (PVDF) piezoelectric polymer; fabrication methods, structure, and electro-mechanical properties",2023,10.1039/d2ra06774a,https://openalex.org/W4317777902,284,True,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d2ra06774a,https://doi.org/10.1039/d2ra06774a,RSC Advances,pdf_downloaded
Lead‐Free Hybrid Perovskite Absorbers for Viable Application: Can We Eat the Cake and Have It too?,2017,10.1002/advs.201700331,https://openalex.org/W2768735656,282,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700331,https://doi.org/10.1002/advs.201700331,Advanced Science,search_only
Multifunctional Flexible Humidity Sensor Systems Towards Noncontact Wearable Electronics,2022,10.1007/s40820-022-00895-5,https://openalex.org/W4286586245,279,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00895-5.pdf,https://doi.org/10.1007/s40820-022-00895-5,Nano-Micro Letters,search_only
Recent Progress in Micro‐LED‐Based Display Technologies,2022,10.1002/lpor.202100427,https://openalex.org/W4229048511,278,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lpor.202100427,https://doi.org/10.1002/lpor.202100427,Laser & Photonics Review,search_only
Interpenetrating interfaces for efficient perovskite solar cells with high operational stability and mechanical robustness,2021,10.1038/s41467-021-21292-3,https://openalex.org/W3126723938,278,True,https://www.nature.com/articles/s41467-021-21292-3.pdf,https://doi.org/10.1038/s41467-021-21292-3,Nature Communications,pdf_downloaded
"Two-Dimensional Materials in Large-Areas: Synthesis, Properties and Applications",2020,10.1007/s40820-020-0402-x,https://openalex.org/W3008685795,277,True,https://link.springer.com/content/pdf/10.1007/s40820-020-0402-x.pdf,https://doi.org/10.1007/s40820-020-0402-x,Nano-Micro Letters,search_only
Sn(IV)-free tin perovskite films realized by in situ Sn(0) nanoparticle treatment of the precursor solution,2020,10.1038/s41467-020-16726-3,https://openalex.org/W3034736206,277,True,https://www.nature.com/articles/s41467-020-16726-3.pdf,https://doi.org/10.1038/s41467-020-16726-3,Nature Communications,pdf_downloaded
Long-lived hot-carrier light emission and large blue shift in formamidinium tin triiodide perovskites,2018,10.1038/s41467-017-02684-w,https://openalex.org/W2783473290,277,True,https://www.nature.com/articles/s41467-017-02684-w.pdf,https://doi.org/10.1038/s41467-017-02684-w,Nature Communications,pdf_downloaded
Tin Halide Perovskites: From Fundamental Properties to Solar Cells,2021,10.1002/adma.202105844,https://openalex.org/W3203934365,276,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202105844,https://doi.org/10.1002/adma.202105844,Advanced Materials,search_only
Emerging Indoor Photovoltaic Technologies for Sustainable Internet of Things,2021,10.1002/aenm.202100698,https://openalex.org/W3167535879,275,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202100698,https://doi.org/10.1002/aenm.202100698,Advanced Energy Materials,search_only
Two birds with one stone: dual grain-boundary and interface passivation enables &gt;22% efficient inverted methylammonium-free perovskite solar cells,2021,10.1039/d1ee01508g,https://openalex.org/W3191917802,275,True,https://pubs.rsc.org/en/content/articlepdf/2021/ee/d1ee01508g,https://doi.org/10.1039/d1ee01508g,Energy & Environmental Science,search_only
Artificial Intelligence Meets Flexible Sensors: Emerging Smart Flexible Sensing Systems Driven by Machine Learning and Artificial Synapses,2023,10.1007/s40820-023-01235-x,https://openalex.org/W4388639388,275,True,https://link.springer.com/content/pdf/10.1007/s40820-023-01235-x.pdf,https://doi.org/10.1007/s40820-023-01235-x,Nano-Micro Letters,search_only
Organic Flexible Electronics,2018,10.1002/smtd.201800070,https://openalex.org/W2808602739,273,True,http://ira.lib.polyu.edu.hk/bitstream/10397/100333/1/Ling_Organic_Flexible_Electronics.pdf,http://hdl.handle.net/10397/100333,Small Methods,search_only
Enhanced optical path and electron diffusion length enable high-efficiency perovskite tandems,2020,10.1038/s41467-020-15077-3,https://openalex.org/W3010082540,272,True,https://www.nature.com/articles/s41467-020-15077-3.pdf,https://doi.org/10.1038/s41467-020-15077-3,Nature Communications,pdf_downloaded
